instrument,datetime,field,value
ETH-USD,2018-04-28,$ma20,
ETH-USD,2018-04-28,$ma30,
ETH-USD,2018-04-28,$ma60,
ETH-USD,2018-04-28,$ma120,
ETH-USD,2018-04-28,$ema5,657.2366789666899
ETH-USD,2018-04-28,$ema10,628.8090240419521
ETH-USD,2018-04-28,$ema20,582.8936184735279
ETH-USD,2018-04-28,$ema60,598.4629577178741
ETH-USD,2018-04-28,$ema12,617.2881834763539
ETH-USD,2018-04-28,$ema26,570.8146247452867
ETH-USD,2018-04-28,$macd,46.473558731067214
ETH-USD,2018-04-28,$macd_signal,29.984907753979922
ETH-USD,2018-04-28,$macd_hist,16.488650977087293
ETH-USD,2018-04-28,$vwap,826.3344232520917
ETH-USD,2018-04-29,$open,683.9119873046875
ETH-USD,2018-04-29,$high,697.7559814453125
ETH-USD,2018-04-29,$low,670.5130004882812
ETH-USD,2018-04-29,$close,688.8809814453125
ETH-USD,2018-04-29,$volume,2740559872.0
ETH-USD,2018-04-29,$ma5,
ETH-USD,2018-04-29,$ma10,
ETH-USD,2018-04-29,$ma20,
ETH-USD,2018-04-29,$ma30,
ETH-USD,2018-04-29,$ma60,
ETH-USD,2018-04-29,$ma120,
ETH-USD,2018-04-29,$ema5,667.7847797928974
ETH-USD,2018-04-29,$ema10,639.7311981152903
ETH-USD,2018-04-29,$ema20,592.9876530422692
ETH-USD,2018-04-29,$ema60,601.4274830859869
ETH-USD,2018-04-29,$ema12,628.3024600869629
ETH-USD,2018-04-29,$ema26,579.5602807971404
ETH-USD,2018-04-29,$macd,48.7421792898225
ETH-USD,2018-04-29,$macd_signal,33.73636206114844
ETH-USD,2018-04-29,$macd_hist,15.005817228674061
ETH-USD,2018-04-29,$vwap,825.5063022955627
ETH-USD,2018-04-30,$open,689.760986328125
ETH-USD,2018-04-30,$high,694.4390258789062
ETH-USD,2018-04-30,$low,666.1170043945312
ETH-USD,2018-04-30,$close,669.9240112304688
ETH-USD,2018-04-30,$volume,2853100032.0
ETH-USD,2018-04-30,$ma5,
ETH-USD,2018-04-30,$ma10,
ETH-USD,2018-04-30,$ma20,
ETH-USD,2018-04-30,$ma30,
ETH-USD,2018-04-30,$ma60,
ETH-USD,2018-04-30,$ma120,
ETH-USD,2018-04-30,$ema5,668.4978569387546
ETH-USD,2018-04-30,$ema10,645.2208004998682
ETH-USD,2018-04-30,$ema20,600.3149252506691
ETH-USD,2018-04-30,$ema60,603.6732708940026
ETH-USD,2018-04-30,$ema12,634.7057756475023
ETH-USD,2018-04-30,$ema26,586.2538904588685
ETH-USD,2018-04-30,$macd,48.45188518863381
ETH-USD,2018-04-30,$macd_signal,36.67946668664552
ETH-USD,2018-04-30,$macd_hist,11.772418501988291
ETH-USD,2018-04-30,$vwap,824.6003023025036
ETH-USD,2018-05-01,$open,670.4630126953125
ETH-USD,2018-05-01,$high,674.4030151367188
ETH-USD,2018-05-01,$low,637.5399780273438
ETH-USD,2018-05-01,$close,673.6129760742188
ETH-USD,2018-05-01,$volume,2678960128.0
ETH-USD,2018-05-01,$ma5,
ETH-USD,2018-05-01,$ma10,
ETH-USD,2018-05-01,$ma20,
ETH-USD,2018-05-01,$ma30,
ETH-USD,2018-05-01,$ma60,
ETH-USD,2018-05-01,$ma120,
ETH-USD,2018-05-01,$ema5,670.202896650576
ETH-USD,2018-05-01,$ema10,650.3830142406592
ETH-USD,2018-05-01,$ema20,607.2956919957691
ETH-USD,2018-05-01,$ema60,605.9663759818785
ETH-USD,2018-05-01,$ema12,640.691498790074
ETH-USD,2018-05-01,$ema26,592.7249338377833
ETH-USD,2018-05-01,$macd,47.966564952290696
ETH-USD,2018-05-01,$macd_signal,38.93688633977455
ETH-USD,2018-05-01,$macd_hist,9.029678612516143
ETH-USD,2018-05-01,$vwap,823.6744010614478
ETH-USD,2018-05-02,$open,674.0750122070312
ETH-USD,2018-05-02,$high,688.8419799804688
ETH-USD,2018-05-02,$low,667.4199829101562
ETH-USD,2018-05-02,$close,687.1489868164062
ETH-USD,2018-05-02,$volume,2822269952.0
ETH-USD,2018-05-02,$ma5,
ETH-USD,2018-05-02,$ma10,
ETH-USD,2018-05-02,$ma20,
ETH-USD,2018-05-02,$ma30,
ETH-USD,2018-05-02,$ma60,
ETH-USD,2018-05-02,$ma120,
ETH-USD,2018-05-02,$ema5,675.8515933725195
ETH-USD,2018-05-02,$ema10,657.0677365271587
ETH-USD,2018-05-02,$ema20,614.9007676929726
ETH-USD,2018-05-02,$ema60,608.6281009272728
ETH-USD,2018-05-02,$ema12,647.8388046402789
ETH-USD,2018-05-02,$ema26,599.719308132496
ETH-USD,2018-05-02,$macd,48.119496507782856
ETH-USD,2018-05-02,$macd_signal,40.77340837337621
ETH-USD,2018-05-02,$macd_hist,7.346088134406642
ETH-USD,2018-05-02,$vwap,822.8251928469201
ETH-USD,2018-05-03,$open,686.5910034179688
ETH-USD,2018-05-03,$high,784.3410034179688
ETH-USD,2018-05-03,$low,686.5910034179688
ETH-USD,2018-05-03,$close,779.5430297851562
ETH-USD,2018-05-03,$volume,4210939904.0
ETH-USD,2018-05-03,$ma5,
ETH-USD,2018-05-03,$ma10,
ETH-USD,2018-05-03,$ma20,
ETH-USD,2018-05-03,$ma30,
ETH-USD,2018-05-03,$ma60,
ETH-USD,2018-05-03,$ma120,
ETH-USD,2018-05-03,$ema5,710.415405510065
ETH-USD,2018-05-03,$ema10,679.3359716649763
ETH-USD,2018-05-03,$ema20,630.5809831303235
ETH-USD,2018-05-03,$ema60,614.2318690865477
ETH-USD,2018-05-03,$ema12,668.1009931241061
ETH-USD,2018-05-03,$ema26,613.0395838104708
ETH-USD,2018-05-03,$macd,55.061409313635295
ETH-USD,2018-05-03,$macd_signal,43.63100856142803
ETH-USD,2018-05-03,$macd_hist,11.430400752207262
ETH-USD,2018-05-03,$vwap,822.1849295463112
ETH-USD,2018-05-04,$open,776.7750244140625
ETH-USD,2018-05-04,$high,803.7459716796875
ETH-USD,2018-05-04,$low,762.6320190429688
ETH-USD,2018-05-04,$close,785.6240234375
ETH-USD,2018-05-04,$volume,3533410048.0
ETH-USD,2018-05-04,$ma5,
ETH-USD,2018-05-04,$ma10,
ETH-USD,2018-05-04,$ma20,
ETH-USD,2018-05-04,$ma30,
ETH-USD,2018-05-04,$ma60,
ETH-USD,2018-05-04,$ma120,
ETH-USD,2018-05-04,$ema5,735.48494481921
ETH-USD,2018-05-04,$ema10,698.6610719872533
ETH-USD,2018-05-04,$ema20,645.3469869691022
ETH-USD,2018-05-04,$ema60,619.8512839833002
ETH-USD,2018-05-04,$ema12,686.1814593261668
ETH-USD,2018-05-04,$ema26,625.823616375436
ETH-USD,2018-05-04,$macd,60.35784295073074
ETH-USD,2018-05-04,$macd_signal,46.976375439288574
ETH-USD,2018-05-04,$macd_hist,13.381467511442168
ETH-USD,2018-05-04,$vwap,821.9046944054043
ETH-USD,2018-05-05,$open,784.5830078125
ETH-USD,2018-05-05,$high,827.4550170898438
ETH-USD,2018-05-05,$low,784.2369995117188
ETH-USD,2018-05-05,$close,816.1199951171875
ETH-USD,2018-05-05,$volume,3035040000.0
ETH-USD,2018-05-05,$ma5,
ETH-USD,2018-05-05,$ma10,
ETH-USD,2018-05-05,$ma20,
ETH-USD,2018-05-05,$ma30,
ETH-USD,2018-05-05,$ma60,
ETH-USD,2018-05-05,$ma120,
ETH-USD,2018-05-05,$ema5,762.3632949185359
ETH-USD,2018-05-05,$ema10,720.0172398290595
ETH-USD,2018-05-05,$ema20,661.6110829832056
ETH-USD,2018-05-05,$ema60,626.2863236926079
ETH-USD,2018-05-05,$ema12,706.1720032940161
ETH-USD,2018-05-05,$ema26,639.9196444303806
ETH-USD,2018-05-05,$macd,66.25235886363555
ETH-USD,2018-05-05,$macd_signal,50.83157212415797
ETH-USD,2018-05-05,$macd_hist,15.420786739477577
ETH-USD,2018-05-05,$vwap,821.825549829507
ETH-USD,2018-05-06,$open,816.0880126953125
ETH-USD,2018-05-06,$high,835.0570068359375
ETH-USD,2018-05-06,$low,764.8829956054688
ETH-USD,2018-05-06,$close,792.3109741210938
ETH-USD,2018-05-06,$volume,3105570048.0
ETH-USD,2018-05-06,$ma5,
ETH-USD,2018-05-06,$ma10,
ETH-USD,2018-05-06,$ma20,
ETH-USD,2018-05-06,$ma30,
ETH-USD,2018-05-06,$ma60,
ETH-USD,2018-05-06,$ma120,
ETH-USD,2018-05-06,$ema5,772.3458546527219
ETH-USD,2018-05-06,$ema10,733.1615551548839
ETH-USD,2018-05-06,$ema20,674.0586916630045
ETH-USD,2018-05-06,$ema60,631.7297548541976
ETH-USD,2018-05-06,$ema12,719.424152652028
ETH-USD,2018-05-06,$ema26,651.2078910741371
ETH-USD,2018-05-06,$macd,68.21626157789092
ETH-USD,2018-05-06,$macd_signal,54.30851001490456
ETH-USD,2018-05-06,$macd_hist,13.907751562986356
ETH-USD,2018-05-06,$vwap,821.6700880772169
ETH-USD,2018-05-07,$open,793.3389892578125
ETH-USD,2018-05-07,$high,795.7579956054688
ETH-USD,2018-05-07,$low,710.177978515625
ETH-USD,2018-05-07,$close,753.7249755859375
ETH-USD,2018-05-07,$volume,4316120064.0
ETH-USD,2018-05-07,$ma5,
ETH-USD,2018-05-07,$ma10,
ETH-USD,2018-05-07,$ma20,
ETH-USD,2018-05-07,$ma30,
ETH-USD,2018-05-07,$ma60,
ETH-USD,2018-05-07,$ma120,
ETH-USD,2018-05-07,$ema5,766.1388949637937
ETH-USD,2018-05-07,$ema10,736.9003588696208
ETH-USD,2018-05-07,$ema20,681.645956798522
ETH-USD,2018-05-07,$ema60,635.7295981568776
ETH-USD,2018-05-07,$ema12,724.701202334168
ETH-USD,2018-05-07,$ema26,658.8017491861224
ETH-USD,2018-05-07,$macd,65.89945314804561
ETH-USD,2018-05-07,$macd_signal,56.626698641532776
ETH-USD,2018-05-07,$macd_hist,9.272754506512833
ETH-USD,2018-05-07,$vwap,821.0694978774345
ETH-USD,2018-05-08,$open,755.0089721679688
ETH-USD,2018-05-08,$high,774.2490234375
ETH-USD,2018-05-08,$low,728.1290283203125
ETH-USD,2018-05-08,$close,752.8569946289062
ETH-USD,2018-05-08,$volume,2920489984.0
ETH-USD,2018-05-08,$ma5,
ETH-USD,2018-05-08,$ma10,
ETH-USD,2018-05-08,$ma20,
ETH-USD,2018-05-08,$ma30,
ETH-USD,2018-05-08,$ma60,
ETH-USD,2018-05-08,$ma120,
ETH-USD,2018-05-08,$ema5,761.7115948521646
ETH-USD,2018-05-08,$ema10,739.801565371309
ETH-USD,2018-05-08,$ema20,688.4279604014157
ETH-USD,2018-05-08,$ema60,639.5698406641573
ETH-USD,2018-05-08,$ema12,729.0328626872047
ETH-USD,2018-05-08,$ema26,665.7688044041064
ETH-USD,2018-05-08,$macd,63.26405828309828
ETH-USD,2018-05-08,$macd_signal,57.95417056984588
ETH-USD,2018-05-08,$macd_hist,5.309887713252401
ETH-USD,2018-05-08,$vwap,820.6603462457357
ETH-USD,2018-05-09,$open,752.9019775390625
ETH-USD,2018-05-09,$high,759.5289916992188
ETH-USD,2018-05-09,$low,718.4719848632812
ETH-USD,2018-05-09,$close,752.2750244140625
ETH-USD,2018-05-09,$volume,2877870080.0
ETH-USD,2018-05-09,$ma5,
ETH-USD,2018-05-09,$ma10,
ETH-USD,2018-05-09,$ma20,
ETH-USD,2018-05-09,$ma30,
ETH-USD,2018-05-09,$ma60,
ETH-USD,2018-05-09,$ma120,
ETH-USD,2018-05-09,$ema5,758.5660713727973
ETH-USD,2018-05-09,$ema10,742.069467015446
ETH-USD,2018-05-09,$ema20,694.5086331645249
ETH-USD,2018-05-09,$ema60,643.2650925903837
ETH-USD,2018-05-09,$ema12,732.608579875952
ETH-USD,2018-05-09,$ema26,672.176672552992
ETH-USD,2018-05-09,$macd,60.43190732296
ETH-USD,2018-05-09,$macd_signal,58.44971792046871
ETH-USD,2018-05-09,$macd_hist,1.9821894024912936
ETH-USD,2018-05-09,$vwap,820.2137563820066
ETH-USD,2018-05-10,$open,752.5789794921875
ETH-USD,2018-05-10,$high,766.7479858398438
ETH-USD,2018-05-10,$low,726.6640014648438
ETH-USD,2018-05-10,$close,727.2769775390625
ETH-USD,2018-05-10,$volume,2748950016.0
ETH-USD,2018-05-10,$ma5,
ETH-USD,2018-05-10,$ma10,
ETH-USD,2018-05-10,$ma20,
ETH-USD,2018-05-10,$ma30,
ETH-USD,2018-05-10,$ma60,
ETH-USD,2018-05-10,$ma120,
ETH-USD,2018-05-10,$ema5,748.136373428219
ETH-USD,2018-05-10,$ema10,739.3799234742853
ETH-USD,2018-05-10,$ema20,697.6294278668618
ETH-USD,2018-05-10,$ema60,646.0195806214879
ETH-USD,2018-05-10,$ema12,731.7883333625845
ETH-USD,2018-05-10,$ema26,676.2581766260344
ETH-USD,2018-05-10,$macd,55.53015673655011
ETH-USD,2018-05-10,$macd_signal,57.86580568368499
ETH-USD,2018-05-10,$macd_hist,-2.335648947134878
ETH-USD,2018-05-10,$vwap,819.7744152380272
ETH-USD,2018-05-11,$open,727.0130004882812
ETH-USD,2018-05-11,$high,736.9769897460938
ETH-USD,2018-05-11,$low,669.8250122070312
ETH-USD,2018-05-11,$close,679.5859985351562
ETH-USD,2018-05-11,$volume,3290080000.0
ETH-USD,2018-05-11,$ma5,
ETH-USD,2018-05-11,$ma10,
ETH-USD,2018-05-11,$ma20,
ETH-USD,2018-05-11,$ma30,
ETH-USD,2018-05-11,$ma60,
ETH-USD,2018-05-11,$ma120,
ETH-USD,2018-05-11,$ema5,725.2862484638648
ETH-USD,2018-05-11,$ema10,728.5083007580799
ETH-USD,2018-05-11,$ema20,695.9110060257469
ETH-USD,2018-05-11,$ema60,647.1201189137392
ETH-USD,2018-05-11,$ema12,723.7572049275955
ETH-USD,2018-05-11,$ema26,676.504681952636
ETH-USD,2018-05-11,$macd,47.25252297495945
ETH-USD,2018-05-11,$macd_signal,55.74314914193988
ETH-USD,2018-05-11,$macd_hist,-8.490626166980434
ETH-USD,2018-05-11,$vwap,818.9625120723567
ETH-USD,2018-05-12,$open,679.8770141601562
ETH-USD,2018-05-12,$high,691.4110107421875
ETH-USD,2018-05-12,$low,644.0659790039062
ETH-USD,2018-05-12,$close,686.0479736328125
ETH-USD,2018-05-12,$volume,2668480000.0
ETH-USD,2018-05-12,$ma5,
ETH-USD,2018-05-12,$ma10,
ETH-USD,2018-05-12,$ma20,
ETH-USD,2018-05-12,$ma30,
ETH-USD,2018-05-12,$ma60,
ETH-USD,2018-05-12,$ma120,
ETH-USD,2018-05-12,$ema5,712.2068235201807
ETH-USD,2018-05-12,$ema10,720.7882412807585
ETH-USD,2018-05-12,$ema20,694.9716696073722
ETH-USD,2018-05-12,$ema60,648.3964420192826
ETH-USD,2018-05-12,$ema12,717.955784728398
ETH-USD,2018-05-12,$ema26,677.2115924474639
ETH-USD,2018-05-12,$macd,40.74419228093416
ETH-USD,2018-05-12,$macd_signal,52.743357769738736
ETH-USD,2018-05-12,$macd_hist,-11.999165488804579
ETH-USD,2018-05-12,$vwap,818.1978229709147
ETH-USD,2018-05-13,$open,687.1749877929688
ETH-USD,2018-05-13,$high,741.31201171875
ETH-USD,2018-05-13,$low,675.3189697265625
ETH-USD,2018-05-13,$close,733.4959716796875
ETH-USD,2018-05-13,$volume,2362500096.0
ETH-USD,2018-05-13,$ma5,
ETH-USD,2018-05-13,$ma10,
ETH-USD,2018-05-13,$ma20,
ETH-USD,2018-05-13,$ma30,
ETH-USD,2018-05-13,$ma60,
ETH-USD,2018-05-13,$ma120,
ETH-USD,2018-05-13,$ema5,719.3032062400164
ETH-USD,2018-05-13,$ema10,723.0987377169274
ETH-USD,2018-05-13,$ema20,698.6406507571165
ETH-USD,2018-05-13,$ema60,651.1865905327385
ETH-USD,2018-05-13,$ema12,720.3465827209042
ETH-USD,2018-05-13,$ema26,681.3808057239249
ETH-USD,2018-05-13,$macd,38.96577699697923
ETH-USD,2018-05-13,$macd_signal,49.98784161518684
ETH-USD,2018-05-13,$macd_hist,-11.022064618207608
ETH-USD,2018-05-13,$vwap,817.72656370292
ETH-USD,2018-05-14,$open,732.7329711914062
ETH-USD,2018-05-14,$high,742.1699829101562
ETH-USD,2018-05-14,$low,695.7919921875
ETH-USD,2018-05-14,$close,730.5490112304688
ETH-USD,2018-05-14,$volume,3005110016.0
ETH-USD,2018-05-14,$ma5,
ETH-USD,2018-05-14,$ma10,
ETH-USD,2018-05-14,$ma20,
ETH-USD,2018-05-14,$ma30,
ETH-USD,2018-05-14,$ma60,
ETH-USD,2018-05-14,$ma120,
ETH-USD,2018-05-14,$ema5,723.0518079035005
ETH-USD,2018-05-14,$ema10,724.4533329012077
ETH-USD,2018-05-14,$ema20,701.6795422307691
ETH-USD,2018-05-14,$ema60,653.7886371129919
ETH-USD,2018-05-14,$ema12,721.9161871069911
ETH-USD,2018-05-14,$ema26,685.022895020706
ETH-USD,2018-05-14,$macd,36.8932920862851
ETH-USD,2018-05-14,$macd_signal,47.368931709406496
ETH-USD,2018-05-14,$macd_hist,-10.475639623121396
ETH-USD,2018-05-14,$vwap,817.1693894758383
ETH-USD,2018-05-15,$open,731.1430053710938
ETH-USD,2018-05-15,$high,739.052001953125
ETH-USD,2018-05-15,$low,700.9949951171875
ETH-USD,2018-05-15,$close,708.8709716796875
ETH-USD,2018-05-15,$volume,2523069952.0
ETH-USD,2018-05-15,$ma5,
ETH-USD,2018-05-15,$ma10,
ETH-USD,2018-05-15,$ma20,
ETH-USD,2018-05-15,$ma30,
ETH-USD,2018-05-15,$ma60,
ETH-USD,2018-05-15,$ma120,
ETH-USD,2018-05-15,$ema5,718.3248624955629
ETH-USD,2018-05-15,$ema10,721.6201763154767
ETH-USD,2018-05-15,$ema20,702.3644402735233
ETH-USD,2018-05-15,$ema60,655.5946152955064
ETH-USD,2018-05-15,$ema12,719.9092308874059
ETH-USD,2018-05-15,$ema26,686.7894192176675
ETH-USD,2018-05-15,$macd,33.1198116697384
ETH-USD,2018-05-15,$macd_signal,44.519107701472876
ETH-USD,2018-05-15,$macd_hist,-11.39929603173448
ETH-USD,2018-05-15,$vwap,816.6745785475727
ETH-USD,2018-05-16,$open,708.0869750976562
ETH-USD,2018-05-16,$high,710.2000122070312
ETH-USD,2018-05-16,$low,682.541015625
ETH-USD,2018-05-16,$close,707.0499877929688
ETH-USD,2018-05-16,$volume,2476130048.0
ETH-USD,2018-05-16,$ma5,
ETH-USD,2018-05-16,$ma10,
ETH-USD,2018-05-16,$ma20,
ETH-USD,2018-05-16,$ma30,
ETH-USD,2018-05-16,$ma60,
ETH-USD,2018-05-16,$ma120,
ETH-USD,2018-05-16,$ema5,714.5665709280315
ETH-USD,2018-05-16,$ema10,718.971051129566
ETH-USD,2018-05-16,$ema20,702.8106828944228
ETH-USD,2018-05-16,$ema60,657.2816766888658
ETH-USD,2018-05-16,$ema12,717.930885795954
ETH-USD,2018-05-16,$ema26,688.2902020750972
ETH-USD,2018-05-16,$macd,29.640683720856828
ETH-USD,2018-05-16,$macd_signal,41.54342290534967
ETH-USD,2018-05-16,$macd_hist,-11.902739184492845
ETH-USD,2018-05-16,$vwap,816.1152082345607
ETH-USD,2018-05-17,$open,708.718017578125
ETH-USD,2018-05-17,$high,718.8330078125
ETH-USD,2018-05-17,$low,668.833984375
ETH-USD,2018-05-17,$close,672.656982421875
ETH-USD,2018-05-17,$volume,2350619904.0
ETH-USD,2018-05-17,$ma5,
ETH-USD,2018-05-17,$ma10,
ETH-USD,2018-05-17,$ma20,
ETH-USD,2018-05-17,$ma30,
ETH-USD,2018-05-17,$ma60,
ETH-USD,2018-05-17,$ma120,
ETH-USD,2018-05-17,$ema5,700.596708092646
ETH-USD,2018-05-17,$ema10,710.5503113645312
ETH-USD,2018-05-17,$ema20,699.9389018970373
ETH-USD,2018-05-17,$ema60,657.7857850735546
ETH-USD,2018-05-17,$ema12,710.9656698922496
ETH-USD,2018-05-17,$ema26,687.1321858044881
ETH-USD,2018-05-17,$macd,23.833484087761462
ETH-USD,2018-05-17,$macd_signal,38.00143514183203
ETH-USD,2018-05-17,$macd_hist,-14.16795105407057
ETH-USD,2018-05-17,$vwap,815.529560209717
ETH-USD,2018-05-18,$open,672.1019897460938
ETH-USD,2018-05-18,$high,695.031005859375
ETH-USD,2018-05-18,$low,663.8090209960938
ETH-USD,2018-05-18,$close,694.3670043945312
ETH-USD,2018-05-18,$volume,2305740032.0
ETH-USD,2018-05-18,$ma5,
ETH-USD,2018-05-18,$ma10,
ETH-USD,2018-05-18,$ma20,
ETH-USD,2018-05-18,$ma30,
ETH-USD,2018-05-18,$ma60,
ETH-USD,2018-05-18,$ma120,
ETH-USD,2018-05-18,$ema5,698.5201401932745
ETH-USD,2018-05-18,$ema10,707.6078919154403
ETH-USD,2018-05-18,$ema20,699.4082449920368
ETH-USD,2018-05-18,$ema60,658.9851693135867
ETH-USD,2018-05-18,$ema12,708.4120290464467
ETH-USD,2018-05-18,$ema26,687.6680982926395
ETH-USD,2018-05-18,$macd,20.743930753807263
ETH-USD,2018-05-18,$macd_signal,34.54993426422708
ETH-USD,2018-05-18,$macd_hist,-13.80600351041982
ETH-USD,2018-05-18,$vwap,814.9497336523012
ETH-USD,2018-05-19,$open,695.072021484375
ETH-USD,2018-05-19,$high,715.5780029296875
ETH-USD,2018-05-19,$low,686.791015625
ETH-USD,2018-05-19,$close,696.530029296875
ETH-USD,2018-05-19,$volume,2021549952.0
ETH-USD,2018-05-19,$ma5,
ETH-USD,2018-05-19,$ma10,
ETH-USD,2018-05-19,$ma20,
ETH-USD,2018-05-19,$ma30,
ETH-USD,2018-05-19,$ma60,
ETH-USD,2018-05-19,$ma120,
ETH-USD,2018-05-19,$ema5,697.8567698944747
ETH-USD,2018-05-19,$ema10,705.5937350757011
ETH-USD,2018-05-19,$ema20,699.1341292115452
ETH-USD,2018-05-19,$ema60,660.2161483294321
ETH-USD,2018-05-19,$ema12,706.5840290849742
ETH-USD,2018-05-19,$ema26,688.3245376262865
ETH-USD,2018-05-19,$macd,18.25949145868765
ETH-USD,2018-05-19,$macd_signal,31.291845703119197
ETH-USD,2018-05-19,$macd_hist,-13.032354244431549
ETH-USD,2018-05-19,$vwap,814.5043941392552
ETH-USD,2018-05-20,$open,697.9229736328125
ETH-USD,2018-05-20,$high,723.7529907226562
ETH-USD,2018-05-20,$low,692.6690063476562
ETH-USD,2018-05-20,$close,715.3690185546875
ETH-USD,2018-05-20,$volume,2156910080.0
ETH-USD,2018-05-20,$ma5,
ETH-USD,2018-05-20,$ma10,
ETH-USD,2018-05-20,$ma20,
ETH-USD,2018-05-20,$ma30,
ETH-USD,2018-05-20,$ma60,
ETH-USD,2018-05-20,$ma120,
ETH-USD,2018-05-20,$ema5,703.6941861145457
ETH-USD,2018-05-20,$ema10,707.3710593446077
ETH-USD,2018-05-20,$ema20,700.6803091489874
ETH-USD,2018-05-20,$ema60,662.0244391564896
ETH-USD,2018-05-20,$ema12,707.9355659264686
ETH-USD,2018-05-20,$ema26,690.3278325098718
ETH-USD,2018-05-20,$macd,17.60773341659683
ETH-USD,2018-05-20,$macd_signal,28.555023245814724
ETH-USD,2018-05-20,$macd_hist,-10.947289829217894
ETH-USD,2018-05-20,$vwap,814.0780040198603
ETH-USD,2018-05-21,$open,717.1929931640625
ETH-USD,2018-05-21,$high,719.2780151367188
ETH-USD,2018-05-21,$low,692.4940185546875
ETH-USD,2018-05-21,$close,699.2219848632812
ETH-USD,2018-05-21,$volume,2005170048.0
ETH-USD,2018-05-21,$ma5,
ETH-USD,2018-05-21,$ma10,
ETH-USD,2018-05-21,$ma20,
ETH-USD,2018-05-21,$ma30,
ETH-USD,2018-05-21,$ma60,
ETH-USD,2018-05-21,$ma120,
ETH-USD,2018-05-21,$ema5,702.2034523641242
ETH-USD,2018-05-21,$ema10,705.8894094389119
ETH-USD,2018-05-21,$ema20,700.5414211217773
ETH-USD,2018-05-21,$ema60,663.2440308190073
ETH-USD,2018-05-21,$ema12,706.5950149936706
ETH-USD,2018-05-21,$ema26,690.9866586101243
ETH-USD,2018-05-21,$macd,15.608356383546266
ETH-USD,2018-05-21,$macd_signal,25.965689873361033
ETH-USD,2018-05-21,$macd_hist,-10.357333489814767
ETH-USD,2018-05-21,$vwap,813.6583921577644
ETH-USD,2018-05-22,$open,700.177978515625
ETH-USD,2018-05-22,$high,700.9760131835938
ETH-USD,2018-05-22,$low,644.0260009765625
ETH-USD,2018-05-22,$close,647.7410278320312
ETH-USD,2018-05-22,$volume,2230469888.0
ETH-USD,2018-05-22,$ma5,
ETH-USD,2018-05-22,$ma10,
ETH-USD,2018-05-22,$ma20,
ETH-USD,2018-05-22,$ma30,
ETH-USD,2018-05-22,$ma60,
ETH-USD,2018-05-22,$ma120,
ETH-USD,2018-05-22,$ema5,684.0493108534266
ETH-USD,2018-05-22,$ema10,695.316976419479
ETH-USD,2018-05-22,$ema20,695.5128122370395
ETH-USD,2018-05-22,$ema60,662.7357356391065
ETH-USD,2018-05-22,$ema12,697.5405554303414
ETH-USD,2018-05-22,$ema26,687.7832785524878
ETH-USD,2018-05-22,$macd,9.757276877853656
ETH-USD,2018-05-22,$macd_signal,22.72400727425956
ETH-USD,2018-05-22,$macd_hist,-12.966730396405904
ETH-USD,2018-05-22,$vwap,813.0294349837499
ETH-USD,2018-05-23,$open,646.6699829101562
ETH-USD,2018-05-23,$high,651.635986328125
ETH-USD,2018-05-23,$low,572.9520263671875
ETH-USD,2018-05-23,$close,583.5850219726562
ETH-USD,2018-05-23,$volume,2995429888.0
ETH-USD,2018-05-23,$ma5,
ETH-USD,2018-05-23,$ma10,
ETH-USD,2018-05-23,$ma20,
ETH-USD,2018-05-23,$ma30,
ETH-USD,2018-05-23,$ma60,
ETH-USD,2018-05-23,$ma120,
ETH-USD,2018-05-23,$ema5,650.5612145598366
ETH-USD,2018-05-23,$ema10,675.0020756109658
ETH-USD,2018-05-23,$ema20,684.8530226880506
ETH-USD,2018-05-23,$ema60,660.1406302729933
ETH-USD,2018-05-23,$ema12,680.0089348983898
ETH-USD,2018-05-23,$ema26,680.064889176204
ETH-USD,2018-05-23,$macd,-0.055954277814180386
ETH-USD,2018-05-23,$macd_signal,18.16801496384481
ETH-USD,2018-05-23,$macd_hist,-18.223969241658992
ETH-USD,2018-05-23,$vwap,811.8472004637405
ETH-USD,2018-05-24,$open,584.5360107421875
ETH-USD,2018-05-24,$high,610.8179931640625
ETH-USD,2018-05-24,$low,557.2059936523438
ETH-USD,2018-05-24,$close,601.7550048828125
ETH-USD,2018-05-24,$volume,2791099904.0
ETH-USD,2018-05-24,$ma5,
ETH-USD,2018-05-24,$ma10,
ETH-USD,2018-05-24,$ma20,
ETH-USD,2018-05-24,$ma30,
ETH-USD,2018-05-24,$ma60,
ETH-USD,2018-05-24,$ma120,
ETH-USD,2018-05-24,$ema5,634.2924780008286
ETH-USD,2018-05-24,$ema10,661.6844263876651
ETH-USD,2018-05-24,$ema20,676.9389257542184
ETH-USD,2018-05-24,$ema60,658.2263474733153
ETH-USD,2018-05-24,$ema12,667.9698687421471
ETH-USD,2018-05-24,$ema26,674.2641570063232
ETH-USD,2018-05-24,$macd,-6.294288264176089
ETH-USD,2018-05-24,$macd_signal,13.275554318240632
ETH-USD,2018-05-24,$macd_hist,-19.56984258241672
ETH-USD,2018-05-24,$vwap,810.6908238507793
ETH-USD,2018-05-25,$open,602.1400146484375
ETH-USD,2018-05-25,$high,617.1859741210938
ETH-USD,2018-05-25,$low,575.6240234375
ETH-USD,2018-05-25,$close,586.7340087890625
ETH-USD,2018-05-25,$volume,2110919936.0
ETH-USD,2018-05-25,$ma5,
ETH-USD,2018-05-25,$ma10,
ETH-USD,2018-05-25,$ma20,
