instrument,datetime,field,value
ETH-USD,2022-02-04,$open,2681.0576171875
ETH-USD,2022-02-04,$high,2983.5869140625
ETH-USD,2022-02-04,$low,2675.44384765625
ETH-USD,2022-02-04,$close,2983.5869140625
ETH-USD,2022-02-04,$volume,18987223729.0
ETH-USD,2022-02-04,$ma5,
ETH-USD,2022-02-04,$ma10,
ETH-USD,2022-02-04,$ma20,
ETH-USD,2022-02-04,$ma30,
ETH-USD,2022-02-04,$ma60,
ETH-USD,2022-02-04,$ma120,
ETH-USD,2022-02-04,$ema5,2777.3158311579678
ETH-USD,2022-02-04,$ema10,2724.2869510111555
ETH-USD,2022-02-04,$ema20,2802.398055878912
ETH-USD,2022-02-04,$ema60,3261.846275513191
ETH-USD,2022-02-04,$ema12,2727.5292104673317
ETH-USD,2022-02-04,$ema26,2882.6671138644715
ETH-USD,2022-02-04,$macd,-155.13790339713978
ETH-USD,2022-02-04,$macd_signal,-226.69732797671134
ETH-USD,2022-02-04,$macd_hist,71.55942457957156
ETH-USD,2022-02-04,$vwap,1591.5204606268053
ETH-USD,2022-02-05,$open,2984.446044921875
ETH-USD,2022-02-05,$high,3054.130126953125
ETH-USD,2022-02-05,$low,2966.781005859375
ETH-USD,2022-02-05,$close,3014.648193359375
ETH-USD,2022-02-05,$volume,13102093957.0
ETH-USD,2022-02-05,$ma5,
ETH-USD,2022-02-05,$ma10,
ETH-USD,2022-02-05,$ma20,
ETH-USD,2022-02-05,$ma30,
ETH-USD,2022-02-05,$ma60,
ETH-USD,2022-02-05,$ma120,
ETH-USD,2022-02-05,$ema5,2856.426618558437
ETH-USD,2022-02-05,$ema10,2777.0799041653772
ETH-USD,2022-02-05,$ema20,2822.612354686575
ETH-USD,2022-02-05,$ema60,3253.7414203606068
ETH-USD,2022-02-05,$ema12,2771.701361681492
ETH-USD,2022-02-05,$ema26,2892.443490123353
ETH-USD,2022-02-05,$macd,-120.74212844186104
ETH-USD,2022-02-05,$macd_signal,-205.5062880697413
ETH-USD,2022-02-05,$macd_hist,84.76415962788025
ETH-USD,2022-02-05,$vwap,1592.488933125628
ETH-USD,2022-02-06,$open,3014.959716796875
ETH-USD,2022-02-06,$high,3061.26123046875
ETH-USD,2022-02-06,$low,2965.429931640625
ETH-USD,2022-02-06,$close,3057.47607421875
ETH-USD,2022-02-06,$volume,9466018022.0
ETH-USD,2022-02-06,$ma5,
ETH-USD,2022-02-06,$ma10,
ETH-USD,2022-02-06,$ma20,
ETH-USD,2022-02-06,$ma30,
ETH-USD,2022-02-06,$ma60,
ETH-USD,2022-02-06,$ma120,
ETH-USD,2022-02-06,$ema5,2923.4431037785416
ETH-USD,2022-02-06,$ema10,2828.0610259932632
ETH-USD,2022-02-06,$ema20,2844.9803279753537
ETH-USD,2022-02-06,$ema60,3247.3064909789064
ETH-USD,2022-02-06,$ema12,2815.6667020718396
ETH-USD,2022-02-06,$ema26,2904.6681259822712
ETH-USD,2022-02-06,$macd,-89.00142391043164
ETH-USD,2022-02-06,$macd_signal,-182.20531523787938
ETH-USD,2022-02-06,$macd_hist,93.20389132744774
ETH-USD,2022-02-06,$vwap,1593.1957930415742
ETH-USD,2022-02-07,$open,3057.422119140625
ETH-USD,2022-02-07,$high,3182.5283203125
ETH-USD,2022-02-07,$low,3002.927001953125
ETH-USD,2022-02-07,$close,3142.470703125
ETH-USD,2022-02-07,$volume,15197063785.0
ETH-USD,2022-02-07,$ma5,
ETH-USD,2022-02-07,$ma10,
ETH-USD,2022-02-07,$ma20,
ETH-USD,2022-02-07,$ma30,
ETH-USD,2022-02-07,$ma60,
ETH-USD,2022-02-07,$ma120,
ETH-USD,2022-02-07,$ema5,2996.4523035606944
ETH-USD,2022-02-07,$ema10,2885.226421835397
ETH-USD,2022-02-07,$ema20,2873.3127446562726
ETH-USD,2022-02-07,$ema60,3243.8692520328764
ETH-USD,2022-02-07,$ema12,2865.9442406954026
ETH-USD,2022-02-07,$ema26,2922.2831316965476
ETH-USD,2022-02-07,$macd,-56.33889100114493
ETH-USD,2022-02-07,$macd_signal,-157.0320303905325
ETH-USD,2022-02-07,$macd_hist,100.69313938938757
ETH-USD,2022-02-07,$vwap,1594.39333480408
ETH-USD,2022-02-08,$open,3143.008544921875
ETH-USD,2022-02-08,$high,3219.47265625
ETH-USD,2022-02-08,$low,3038.3779296875
ETH-USD,2022-02-08,$close,3122.608642578125
ETH-USD,2022-02-08,$volume,17136080906.0
ETH-USD,2022-02-08,$ma5,
ETH-USD,2022-02-08,$ma10,
ETH-USD,2022-02-08,$ma20,
ETH-USD,2022-02-08,$ma30,
ETH-USD,2022-02-08,$ma60,
ETH-USD,2022-02-08,$ma120,
ETH-USD,2022-02-08,$ema5,3038.5044165665045
ETH-USD,2022-02-08,$ema10,2928.386825606802
ETH-USD,2022-02-08,$ema20,2897.0552111250204
ETH-USD,2022-02-08,$ema60,3239.8934943458353
ETH-USD,2022-02-08,$ema12,2905.431071754283
ETH-USD,2022-02-08,$ema26,2937.122058428516
ETH-USD,2022-02-08,$macd,-31.690986674233045
ETH-USD,2022-02-08,$macd_signal,-131.96382164727262
ETH-USD,2022-02-08,$macd_hist,100.27283497303958
ETH-USD,2022-02-08,$vwap,1595.7569880147605
ETH-USD,2022-02-09,$open,3121.1826171875
ETH-USD,2022-02-09,$high,3263.15576171875
ETH-USD,2022-02-09,$low,3063.16015625
ETH-USD,2022-02-09,$close,3239.45703125
ETH-USD,2022-02-09,$volume,13951308490.0
ETH-USD,2022-02-09,$ma5,
ETH-USD,2022-02-09,$ma10,
ETH-USD,2022-02-09,$ma20,
ETH-USD,2022-02-09,$ma30,
ETH-USD,2022-02-09,$ma60,
ETH-USD,2022-02-09,$ma120,
ETH-USD,2022-02-09,$ema5,3105.488621461003
ETH-USD,2022-02-09,$ema10,2984.9450448146563
ETH-USD,2022-02-09,$ema20,2929.6649082797803
ETH-USD,2022-02-09,$ema60,3239.879184080398
ETH-USD,2022-02-09,$ema12,2956.8196809074702
ETH-USD,2022-02-09,$ema26,2959.517241600478
ETH-USD,2022-02-09,$macd,-2.6975606930077447
ETH-USD,2022-02-09,$macd_signal,-106.11056945641965
ETH-USD,2022-02-09,$macd_hist,103.41300876341191
ETH-USD,2022-02-09,$vwap,1596.9101325391232
ETH-USD,2022-02-10,$open,3240.113037109375
ETH-USD,2022-02-10,$high,3271.316162109375
ETH-USD,2022-02-10,$low,3070.378173828125
ETH-USD,2022-02-10,$close,3077.482177734375
ETH-USD,2022-02-10,$volume,18629485080.0
ETH-USD,2022-02-10,$ma5,
ETH-USD,2022-02-10,$ma10,
ETH-USD,2022-02-10,$ma20,
ETH-USD,2022-02-10,$ma30,
ETH-USD,2022-02-10,$ma60,
ETH-USD,2022-02-10,$ma120,
ETH-USD,2022-02-10,$ema5,3096.153140218794
ETH-USD,2022-02-10,$ema10,3001.7699780727867
ETH-USD,2022-02-10,$ema20,2943.742743465932
ETH-USD,2022-02-10,$ema60,3234.5546920690526
ETH-USD,2022-02-10,$ema12,2975.383141957763
ETH-USD,2022-02-10,$ema26,2968.2553850178037
ETH-USD,2022-02-10,$macd,7.127756939959454
ETH-USD,2022-02-10,$macd_signal,-83.46290417714384
ETH-USD,2022-02-10,$macd_hist,90.5906611171033
ETH-USD,2022-02-10,$vwap,1598.4001571948522
ETH-USD,2022-02-11,$open,3077.4130859375
ETH-USD,2022-02-11,$high,3127.45068359375
ETH-USD,2022-02-11,$low,2888.707763671875
ETH-USD,2022-02-11,$close,2927.383544921875
ETH-USD,2022-02-11,$volume,16043881065.0
ETH-USD,2022-02-11,$ma5,
ETH-USD,2022-02-11,$ma10,
ETH-USD,2022-02-11,$ma20,
ETH-USD,2022-02-11,$ma30,
ETH-USD,2022-02-11,$ma60,
ETH-USD,2022-02-11,$ma120,
ETH-USD,2022-02-11,$ema5,3039.8966084531544
ETH-USD,2022-02-11,$ema10,2988.245172045348
ETH-USD,2022-02-11,$ema20,2942.1847245569743
ETH-USD,2022-02-11,$ema60,3224.483506916686
ETH-USD,2022-02-11,$ema12,2967.9985885676265
ETH-USD,2022-02-11,$ema26,2965.2278413069944
ETH-USD,2022-02-11,$macd,2.770747260632106
ETH-USD,2022-02-11,$macd_signal,-66.21617388958866
ETH-USD,2022-02-11,$macd_hist,68.98692115022077
ETH-USD,2022-02-11,$vwap,1599.5493165540108
ETH-USD,2022-02-12,$open,2927.386474609375
ETH-USD,2022-02-12,$high,2980.079345703125
ETH-USD,2022-02-12,$low,2870.177001953125
ETH-USD,2022-02-12,$close,2917.36279296875
ETH-USD,2022-02-12,$volume,11254355757.0
ETH-USD,2022-02-12,$ma5,
ETH-USD,2022-02-12,$ma10,
ETH-USD,2022-02-12,$ma20,
ETH-USD,2022-02-12,$ma30,
ETH-USD,2022-02-12,$ma60,
ETH-USD,2022-02-12,$ma120,
ETH-USD,2022-02-12,$ema5,2999.0520032916866
ETH-USD,2022-02-12,$ema10,2975.3574667586936
ETH-USD,2022-02-12,$ema20,2939.8207310723815
ETH-USD,2022-02-12,$ema60,3214.4139753118357
ETH-USD,2022-02-12,$ema12,2960.2084661677995
ETH-USD,2022-02-12,$ema26,2961.6822821708283
ETH-USD,2022-02-12,$macd,-1.4738160030287872
ETH-USD,2022-02-12,$macd_signal,-53.26770231227669
ETH-USD,2022-02-12,$macd_hist,51.7938863092479
ETH-USD,2022-02-12,$vwap,1600.3201167296213
ETH-USD,2022-02-13,$open,2916.78955078125
ETH-USD,2022-02-13,$high,2947.776611328125
ETH-USD,2022-02-13,$low,2845.397705078125
ETH-USD,2022-02-13,$close,2883.46337890625
ETH-USD,2022-02-13,$volume,9054963563.0
ETH-USD,2022-02-13,$ma5,
ETH-USD,2022-02-13,$ma10,
ETH-USD,2022-02-13,$ma20,
ETH-USD,2022-02-13,$ma30,
ETH-USD,2022-02-13,$ma60,
ETH-USD,2022-02-13,$ma120,
ETH-USD,2022-02-13,$ema5,2960.5224618298744
ETH-USD,2022-02-13,$ema10,2958.649450785522
ETH-USD,2022-02-13,$ema20,2934.4533641994167
ETH-USD,2022-02-13,$ema60,3203.5631360854227
ETH-USD,2022-02-13,$ema12,2948.4015296660227
ETH-USD,2022-02-13,$ema26,2955.8882893364153
ETH-USD,2022-02-13,$macd,-7.48675967039253
ETH-USD,2022-02-13,$macd_signal,-44.11151378389986
ETH-USD,2022-02-13,$macd_hist,36.62475411350733
ETH-USD,2022-02-13,$vwap,1600.9254213764518
ETH-USD,2022-02-14,$open,2880.187744140625
ETH-USD,2022-02-14,$high,2957.963623046875
ETH-USD,2022-02-14,$low,2840.257568359375
ETH-USD,2022-02-14,$close,2933.47900390625
ETH-USD,2022-02-14,$volume,12164552172.0
ETH-USD,2022-02-14,$ma5,
ETH-USD,2022-02-14,$ma10,
ETH-USD,2022-02-14,$ma20,
ETH-USD,2022-02-14,$ma30,
ETH-USD,2022-02-14,$ma60,
ETH-USD,2022-02-14,$ma120,
ETH-USD,2022-02-14,$ema5,2951.507975855333
ETH-USD,2022-02-14,$ema10,2954.0730058983813
ETH-USD,2022-02-14,$ema20,2934.36056798102
ETH-USD,2022-02-14,$ema60,3194.707918636925
ETH-USD,2022-02-14,$ema12,2946.1057564722114
ETH-USD,2022-02-14,$ema26,2954.228342267514
ETH-USD,2022-02-14,$macd,-8.122585795302712
ETH-USD,2022-02-14,$macd_signal,-36.913728186180435
ETH-USD,2022-02-14,$macd_hist,28.791142390877724
ETH-USD,2022-02-14,$vwap,1601.7492486285878
ETH-USD,2022-02-15,$open,2933.72900390625
ETH-USD,2022-02-15,$high,3185.520751953125
ETH-USD,2022-02-15,$low,2917.857177734375
ETH-USD,2022-02-15,$close,3179.877197265625
ETH-USD,2022-02-15,$volume,13921257873.0
ETH-USD,2022-02-15,$ma5,
ETH-USD,2022-02-15,$ma10,
ETH-USD,2022-02-15,$ma20,
ETH-USD,2022-02-15,$ma30,
ETH-USD,2022-02-15,$ma60,
ETH-USD,2022-02-15,$ma120,
ETH-USD,2022-02-15,$ema5,3027.631049658764
ETH-USD,2022-02-15,$ema10,2995.1283134196983
ETH-USD,2022-02-15,$ema20,2957.7431041033633
ETH-USD,2022-02-15,$ema60,3194.22166547721
ETH-USD,2022-02-15,$ema12,2982.070593517352
ETH-USD,2022-02-15,$ema26,2970.943072267374
ETH-USD,2022-02-15,$macd,11.12752124997769
ETH-USD,2022-02-15,$macd_signal,-27.305478298948813
ETH-USD,2022-02-15,$macd_hist,38.4329995489265
ETH-USD,2022-02-15,$vwap,1602.8230332013522
ETH-USD,2022-02-16,$open,3180.44677734375
ETH-USD,2022-02-16,$high,3181.616943359375
ETH-USD,2022-02-16,$low,3055.168212890625
ETH-USD,2022-02-16,$close,3127.830078125
ETH-USD,2022-02-16,$volume,12352406833.0
ETH-USD,2022-02-16,$ma5,
ETH-USD,2022-02-16,$ma10,
ETH-USD,2022-02-16,$ma20,
ETH-USD,2022-02-16,$ma30,
ETH-USD,2022-02-16,$ma60,
ETH-USD,2022-02-16,$ma120,
ETH-USD,2022-02-16,$ema5,3061.030725814176
ETH-USD,2022-02-16,$ema10,3019.2559070024804
ETH-USD,2022-02-16,$ema20,2973.9418635339953
ETH-USD,2022-02-16,$ema60,3192.0448921213997
ETH-USD,2022-02-16,$ema12,3004.495129610836
ETH-USD,2022-02-16,$ema26,2982.5643319605315
ETH-USD,2022-02-16,$macd,21.930797650304612
ETH-USD,2022-02-16,$macd_signal,-17.458223109098128
ETH-USD,2022-02-16,$macd_hist,39.38902075940274
ETH-USD,2022-02-16,$vwap,1603.7918150340881
ETH-USD,2022-02-17,$open,3126.8583984375
ETH-USD,2022-02-17,$high,3154.615234375
ETH-USD,2022-02-17,$low,2861.85205078125
ETH-USD,2022-02-17,$close,2881.48193359375
ETH-USD,2022-02-17,$volume,15860206214.0
ETH-USD,2022-02-17,$ma5,
ETH-USD,2022-02-17,$ma10,
ETH-USD,2022-02-17,$ma20,
ETH-USD,2022-02-17,$ma30,
ETH-USD,2022-02-17,$ma60,
ETH-USD,2022-02-17,$ma120,
ETH-USD,2022-02-17,$ema5,3001.1811284073674
ETH-USD,2022-02-17,$ema10,2994.2060936554385
ETH-USD,2022-02-17,$ema20,2965.1361559206384
ETH-USD,2022-02-17,$ema60,3181.862500038526
ETH-USD,2022-02-17,$ema12,2985.5700225312844
ETH-USD,2022-02-17,$ema26,2975.0767468963254
ETH-USD,2022-02-17,$macd,10.49327563495899
ETH-USD,2022-02-17,$macd_signal,-11.867923360286705
ETH-USD,2022-02-17,$macd_hist,22.361198995245694
ETH-USD,2022-02-17,$vwap,1604.9065955425756
ETH-USD,2022-02-18,$open,2884.340576171875
ETH-USD,2022-02-18,$high,2937.30859375
ETH-USD,2022-02-18,$low,2761.643310546875
ETH-USD,2022-02-18,$close,2785.7275390625
ETH-USD,2022-02-18,$volume,15748173433.0
ETH-USD,2022-02-18,$ma5,
ETH-USD,2022-02-18,$ma10,
ETH-USD,2022-02-18,$ma20,
ETH-USD,2022-02-18,$ma30,
ETH-USD,2022-02-18,$ma60,
ETH-USD,2022-02-18,$ma120,
ETH-USD,2022-02-18,$ema5,2929.3632652924116
ETH-USD,2022-02-18,$ema10,2956.300901911268
ETH-USD,2022-02-18,$ema20,2948.049620981768
ETH-USD,2022-02-18,$ema60,3168.8744685311153
ETH-USD,2022-02-18,$ema12,2954.825025074548
ETH-USD,2022-02-18,$ema26,2961.0508796493755
ETH-USD,2022-02-18,$macd,-6.225854574827281
ETH-USD,2022-02-18,$macd_signal,-10.73950960319482
ETH-USD,2022-02-18,$macd_hist,4.513655028367539
ETH-USD,2022-02-18,$vwap,1605.8998486022663
ETH-USD,2022-02-19,$open,2784.872802734375
ETH-USD,2022-02-19,$high,2826.347900390625
ETH-USD,2022-02-19,$low,2707.37841796875
ETH-USD,2022-02-19,$close,2763.701171875
ETH-USD,2022-02-19,$volume,9774183169.0
ETH-USD,2022-02-19,$ma5,
ETH-USD,2022-02-19,$ma10,
ETH-USD,2022-02-19,$ma20,
ETH-USD,2022-02-19,$ma30,
ETH-USD,2022-02-19,$ma60,
ETH-USD,2022-02-19,$ma120,
ETH-USD,2022-02-19,$ema5,2874.1425674866077
ETH-USD,2022-02-19,$ema10,2921.282769177401
ETH-USD,2022-02-19,$ema20,2930.4926258287423
ETH-USD,2022-02-19,$ema60,3155.5900981489476
ETH-USD,2022-02-19,$ema12,2925.4213553515406
ETH-USD,2022-02-19,$ema26,2946.4323827771996
ETH-USD,2022-02-19,$macd,-21.011027425658995
ETH-USD,2022-02-19,$macd_signal,-12.793813167687656
ETH-USD,2022-02-19,$macd_hist,-8.217214257971339
ETH-USD,2022-02-19,$vwap,1606.484067226761
ETH-USD,2022-02-20,$open,2763.756591796875
ETH-USD,2022-02-20,$high,2763.756591796875
ETH-USD,2022-02-20,$low,2585.9462890625
ETH-USD,2022-02-20,$close,2628.6484375
ETH-USD,2022-02-20,$volume,11641437834.0
ETH-USD,2022-02-20,$ma5,
ETH-USD,2022-02-20,$ma10,
ETH-USD,2022-02-20,$ma20,
ETH-USD,2022-02-20,$ma30,
ETH-USD,2022-02-20,$ma60,
ETH-USD,2022-02-20,$ma120,
ETH-USD,2022-02-20,$ema5,2792.3111908244055
ETH-USD,2022-02-20,$ema10,2868.076527054237
ETH-USD,2022-02-20,$ema20,2901.745560273624
ETH-USD,2022-02-20,$ema60,3138.313322389966
ETH-USD,2022-02-20,$ema12,2879.7639833743806
ETH-USD,2022-02-20,$ema26,2922.892831275185
ETH-USD,2022-02-20,$macd,-43.12884790080443
ETH-USD,2022-02-20,$macd_signal,-18.86082011431101
ETH-USD,2022-02-20,$macd_hist,-24.26802778649342
ETH-USD,2022-02-20,$vwap,1607.1153610774431
ETH-USD,2022-02-21,$open,2627.66552734375
ETH-USD,2022-02-21,$high,2752.45849609375
ETH-USD,2022-02-21,$low,2568.25439453125
ETH-USD,2022-02-21,$close,2573.816162109375
ETH-USD,2022-02-21,$volume,18646392740.0
ETH-USD,2022-02-21,$ma5,
ETH-USD,2022-02-21,$ma10,
ETH-USD,2022-02-21,$ma20,
ETH-USD,2022-02-21,$ma30,
ETH-USD,2022-02-21,$ma60,
ETH-USD,2022-02-21,$ma120,
ETH-USD,2022-02-21,$ema5,2719.479514586062
ETH-USD,2022-02-21,$ema10,2814.574642518807
ETH-USD,2022-02-21,$ema20,2870.514189019886
ETH-USD,2022-02-21,$ema60,3119.8052187742087
ETH-USD,2022-02-21,$ema12,2832.695087795149
ETH-USD,2022-02-21,$ema26,2897.0353002258657
ETH-USD,2022-02-21,$macd,-64.34021243071675
ETH-USD,2022-02-21,$macd_signal,-27.95669857759216
ETH-USD,2022-02-21,$macd_hist,-36.38351385312458
ETH-USD,2022-02-21,$vwap,1608.098139410277
ETH-USD,2022-02-22,$open,2572.898681640625
ETH-USD,2022-02-22,$high,2648.916748046875
ETH-USD,2022-02-22,$low,2510.6787109375
ETH-USD,2022-02-22,$close,2639.29931640625
ETH-USD,2022-02-22,$volume,16360200507.0
ETH-USD,2022-02-22,$ma5,
ETH-USD,2022-02-22,$ma10,
ETH-USD,2022-02-22,$ma20,
ETH-USD,2022-02-22,$ma30,
ETH-USD,2022-02-22,$ma60,
ETH-USD,2022-02-22,$ma120,
ETH-USD,2022-02-22,$ema5,2692.752781859458
ETH-USD,2022-02-22,$ema10,2782.706401407433
ETH-USD,2022-02-22,$ema20,2848.4937249614445
ETH-USD,2022-02-22,$ema60,3104.050926893292
ETH-USD,2022-02-22,$ema12,2802.9418921968568
ETH-USD,2022-02-22,$ema26,2877.943745868857
ETH-USD,2022-02-22,$macd,-75.00185367200038
ETH-USD,2022-02-22,$macd_signal,-37.365729596473805
ETH-USD,2022-02-22,$macd_hist,-37.636124075526574
ETH-USD,2022-02-22,$vwap,1608.9320589747042
ETH-USD,2022-02-23,$open,2639.447021484375
ETH-USD,2022-02-23,$high,2741.368408203125
ETH-USD,2022-02-23,$low,2587.412841796875
ETH-USD,2022-02-23,$close,2590.359619140625
ETH-USD,2022-02-23,$volume,13382637240.0
ETH-USD,2022-02-23,$ma5,
ETH-USD,2022-02-23,$ma10,
ETH-USD,2022-02-23,$ma20,
ETH-USD,2022-02-23,$ma30,
ETH-USD,2022-02-23,$ma60,
ETH-USD,2022-02-23,$ma120,
ETH-USD,2022-02-23,$ema5,2658.621727619847
ETH-USD,2022-02-23,$ema10,2747.7342591771044
ETH-USD,2022-02-23,$ema20,2823.909524407081
ETH-USD,2022-02-23,$ema60,3087.208588934188
ETH-USD,2022-02-23,$ema12,2770.2369271112825
ETH-USD,2022-02-23,$ema26,2856.641217963062
ETH-USD,2022-02-23,$macd,-86.40429085177948
ETH-USD,2022-02-23,$macd_signal,-47.17344184753494
ETH-USD,2022-02-23,$macd_hist,-39.23084900424454
ETH-USD,2022-02-23,$vwap,1609.6407188426472
ETH-USD,2022-02-24,$open,2588.166259765625
ETH-USD,2022-02-24,$high,2689.047607421875
ETH-USD,2022-02-24,$low,2308.914794921875
ETH-USD,2022-02-24,$close,2598.067138671875
ETH-USD,2022-02-24,$volume,29312342666.0
ETH-USD,2022-02-24,$ma5,
ETH-USD,2022-02-24,$ma10,
ETH-USD,2022-02-24,$ma20,
ETH-USD,2022-02-24,$ma30,
ETH-USD,2022-02-24,$ma60,
ETH-USD,2022-02-24,$ma120,
ETH-USD,2022-02-24,$ema5,2638.43686463719
ETH-USD,2022-02-24,$ema10,2720.5220554488806
ETH-USD,2022-02-24,$ema20,2802.4007257656326
ETH-USD,2022-02-24,$ema60,3071.1711643354233
ETH-USD,2022-02-24,$ema12,2743.7492673513734
ETH-USD,2022-02-24,$ema26,2837.4875824600113
ETH-USD,2022-02-24,$macd,-93.73831510863783
ETH-USD,2022-02-24,$macd_signal,-56.48641649975552
ETH-USD,2022-02-24,$macd_hist,-37.251898608882314
ETH-USD,2022-02-24,$vwap,1611.0275745894187
ETH-USD,2022-02-25,$open,2598.436279296875
ETH-USD,2022-02-25,$high,2821.972412109375
ETH-USD,2022-02-25,$low,2579.2080078125
ETH-USD,2022-02-25,$close,2764.53564453125
ETH-USD,2022-02-25,$volume,17208902048.0
ETH-USD,2022-02-25,$ma5,
ETH-USD,2022-02-25,$ma10,
ETH-USD,2022-02-25,$ma20,
ETH-USD,2022-02-25,$ma30,
ETH-USD,2022-02-25,$ma60,
ETH-USD,2022-02-25,$ma120,
ETH-USD,2022-02-25,$ema5,2680.4697912685433
ETH-USD,2022-02-25,$ema10,2728.5245261911296
ETH-USD,2022-02-25,$ema20,2798.794527552834
ETH-USD,2022-02-25,$ema60,3061.117540735286
ETH-USD,2022-02-25,$ema12,2746.9471715328928
ETH-USD,2022-02-25,$ema26,2832.083735206029
ETH-USD,2022-02-25,$macd,-85.13656367313615
ETH-USD,2022-02-25,$macd_signal,-62.21644593443165
ETH-USD,2022-02-25,$macd_hist,-22.920117738704505
ETH-USD,2022-02-25,$vwap,1612.007317768824
ETH-USD,2022-02-26,$open,2764.989501953125
ETH-USD,2022-02-26,$high,2849.424072265625
ETH-USD,2022-02-26,$low,2745.009033203125
ETH-USD,2022-02-26,$close,2781.11181640625
ETH-USD,2022-02-26,$volume,11724648351.0
ETH-USD,2022-02-26,$ma5,
ETH-USD,2022-02-26,$ma10,
ETH-USD,2022-02-26,$ma20,
ETH-USD,2022-02-26,$ma30,
ETH-USD,2022-02-26,$ma60,
ETH-USD,2022-02-26,$ma120,
ETH-USD,2022-02-26,$ema5,2714.0171329811124
ETH-USD,2022-02-26,$ema10,2738.0858516847875
ETH-USD,2022-02-26,$ema20,2797.110459824588
ETH-USD,2022-02-26,$ema60,3051.9370251835144
ETH-USD,2022-02-26,$ema12,2752.2032707441786
ETH-USD,2022-02-26,$ema26,2828.308037517156
ETH-USD,2022-02-26,$macd,-76.10476677297765
ETH-USD,2022-02-26,$macd_signal,-64.99411010214085
ETH-USD,2022-02-26,$macd_hist,-11.110656670836804
ETH-USD,2022-02-26,$vwap,1612.7158428506232
ETH-USD,2022-02-27,$open,2780.50439453125
ETH-USD,2022-02-27,$high,2831.12548828125
ETH-USD,2022-02-27,$low,2581.61572265625
ETH-USD,2022-02-27,$close,2621.8017578125
ETH-USD,2022-02-27,$volume,16150857254.0
ETH-USD,2022-02-27,$ma5,
ETH-USD,2022-02-27,$ma10,
ETH-USD,2022-02-27,$ma20,
ETH-USD,2022-02-27,$ma30,
ETH-USD,2022-02-27,$ma60,
ETH-USD,2022-02-27,$ma120,
ETH-USD,2022-02-27,$ema5,2683.278674591575
ETH-USD,2022-02-27,$ema10,2716.9432891625534
ETH-USD,2022-02-27,$ema20,2780.4143929662937
ETH-USD,2022-02-27,$ema60,3037.834229532006
ETH-USD,2022-02-27,$ema12,2732.14149952392
ETH-USD,2022-02-27,$ema26,2813.011276057552
ETH-USD,2022-02-27,$macd,-80.86977653363192
ETH-USD,2022-02-27,$macd_signal,-68.16924338843907
ETH-USD,2022-02-27,$macd_hist,-12.70053314519285
ETH-USD,2022-02-27,$vwap,1613.5965015614272
ETH-USD,2022-02-28,$open,2621.172119140625
ETH-USD,2022-02-28,$high,2929.180419921875
ETH-USD,2022-02-28,$low,2586.38818359375
ETH-USD,2022-02-28,$close,2919.201171875
ETH-USD,2022-02-28,$volume,19266124733.0
ETH-USD,2022-02-28,$ma5,
ETH-USD,2022-02-28,$ma10,
ETH-USD,2022-02-28,$ma20,
ETH-USD,2022-02-28,$ma30,
ETH-USD,2022-02-28,$ma60,
ETH-USD,2022-02-28,$ma120,
ETH-USD,2022-02-28,$ema5,2761.9195070193837
ETH-USD,2022-02-28,$ema10,2753.7174496557254
ETH-USD,2022-02-28,$ema20,2793.6321814337894
ETH-USD,2022-02-28,$ema60,3033.944621084235
ETH-USD,2022-02-28,$ema12,2760.9199106548554
ETH-USD,2022-02-28,$ema26,2820.877194266252
ETH-USD,2022-02-28,$macd,-59.95728361139663
ETH-USD,2022-02-28,$macd_signal,-66.52685143303059
ETH-USD,2022-02-28,$macd_hist,6.569567821633953
ETH-USD,2022-02-28,$vwap,1614.7765331047842
ETH-USD,2022-03-01,$open,2919.77587890625
ETH-USD,2022-03-01,$high,3029.651611328125
ETH-USD,2022-03-01,$low,2868.93896484375
ETH-USD,2022-03-01,$close,2972.485107421875
ETH-USD,2022-03-01,$volume,18757425786.0
ETH-USD,2022-03-01,$ma5,
ETH-USD,2022-03-01,$ma10,
ETH-USD,2022-03-01,$ma20,
ETH-USD,2022-03-01,$ma30,
ETH-USD,2022-03-01,$ma60,
ETH-USD,2022-03-01,$ma120,
ETH-USD,2022-03-01,$ema5,2832.108040486881
ETH-USD,2022-03-01,$ema10,2793.493387431389
ETH-USD,2022-03-01,$ema20,2810.6657934326545
ETH-USD,2022-03-01,$ema60,3031.9295550625184
ETH-USD,2022-03-01,$ema12,2793.468402465166
ETH-USD,2022-03-01,$ema26,2832.1074100555575
ETH-USD,2022-03-01,$macd,-38.63900759039143
ETH-USD,2022-03-01,$macd_signal,-60.94928266450276
ETH-USD,2022-03-01,$macd_hist,22.31027507411133
ETH-USD,2022-03-01,$vwap,1616.0625147020269
ETH-USD,2022-03-02,$open,2972.471923828125
ETH-USD,2022-03-02,$high,3026.8681640625
ETH-USD,2022-03-02,$low,2919.943115234375
ETH-USD,2022-03-02,$close,2950.118408203125
ETH-USD,2022-03-02,$volume,16636517503.0
ETH-USD,2022-03-02,$ma5,
ETH-USD,2022-03-02,$ma10,
ETH-USD,2022-03-02,$ma20,
ETH-USD,2022-03-02,$ma30,
ETH-USD,2022-03-02,$ma60,
ETH-USD,2022-03-02,$ma120,
ETH-USD,2022-03-02,$ema5,2871.444829725629
ETH-USD,2022-03-02,$ema10,2821.970663935341
ETH-USD,2022-03-02,$ema20,2823.9469948393657
ETH-USD,2022-03-02,$ema60,3029.2472223786035
